2020-03-15	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-03-22	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-03-29	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-04-05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-04-12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-04-19	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-04-26	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-05-03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-05-10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-05-17	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-05-24	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-05-31	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-06-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-06-14	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-06-21	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-06-28	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-07-05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2020-07-12	0	0	0	0	1	9	5	0	0	0	0
2020-07-19	0	0	0	0	6	12	11	0	0	0	0
2020-07-26	0	0	0	0	9	16	17	0	0	0	0
2020-08-02	0	0	0	0	13	23	29	0	0	0	0
2020-08-09	0	0	0	0	15	24	29	0	0	0	0
2020-08-16	0	0	0	0	13	22	31	0	0	0	0
2020-08-23	0	0	0	0	11	23	27	0	0	0	0
2020-08-30	0	0	0	0	10	20	26	0	0	0	0
2020-09-06	0	0	0	0	10	17	25	0	0	0	0
2020-09-13	0	0	0	0	9	17	27	0	0	0	0
2020-09-20	0	0	0	0	12	21	38	1	0	0	0
2020-09-27	0	0	0	0	14	23	38	1	0	0	0
2020-10-04	0	0	0	0	17	22	40	1	0	0	0
2020-10-11	0	0	0	0	19	24	44	1	0	0	0
2020-10-18	0	0	0	0	24	23	45	0	0	0	0
2020-10-25	0	0	0	0	21	23	43	0	0	0	0
2020-11-01	0	0	0	0	20	27	40	0	0	0	0
2020-11-08	0	0	0	0	16	22	40	0	0	0	0
2020-11-15	0	0	0	0	8	23	40	1	0	0	0
2020-11-22	0	0	0	0	9	22	45	1	0	0	0
2020-11-29	0	0	0	0	13	21	43	1	0	0	0
2020-12-06	0	0	0	0	88	21	47	1	0	0	0
2020-12-13	0	0	0	0	92	20	46	1	0	0	0
2020-12-20	0	0	0	0	91	19	38	0	0	0	0
2020-12-27	0	0	0	0	89	19	33	0	0	0	0
2021-01-03	0	0	0	0	13	18	36	0	0	0	0
2021-01-10	0	0	0	0	9	19	44	0	0	0	0
2021-01-17	0	0	0	0	8	20	43	1	0	0	0
2021-01-24	0	0	0	0	9	20	51	3	0	0	0
2021-01-31	0	0	0	0	8	20	52	3	0	0	0
2021-02-07	0	0	0	0	9	20	47	3	0	0	0
2021-02-14	0	0	0	0	10	20	45	3	0	0	0
2021-02-21	0	0	0	0	11	22	45	3	0	0	0
2021-02-28	0	0	0	0	9	22	41	3	0	0	0
2021-03-07	0	0	0	0	10	23	41	4	0	0	0
2021-03-14	0	0	0	0	9	22	50	5	0	0	0
2021-03-21	0	0	0	0	15	21	55	3	0	0	0
2021-03-28	0	0	0	0	17	22	57	3	0	0	0
2021-04-04	0	0	0	0	16	21	51	4	0	0	0
2021-04-11	0	0	0	0	14	16	41	4	0	0	0
2021-04-18	0	0	0	0	12	16	38	4	0	0	0
2021-04-25	0	0	0	0	11	18	36	3	0	0	0
2021-05-02	0	0	0	0	13	20	44	5	0	0	0
2021-05-09	0	0	0	0	12	23	43	3	0	0	0
2021-05-16	0	0	0	0	9	24	47	6	0	0	0
2021-05-23	0	0	0	0	10	222	222	30	0	0	0
2021-05-30	0	0	0	0	9	491	770	113	0	0	0
2021-06-06	0	0	0	0	10	693	1219	205	1	0	0
2021-06-13	0	0	0	0	11	895	1649	283	1	0	0
2021-06-20	0	0	0	0	11	1170	2179	382	1	0	0
2021-06-27	0	0	0	0	11	1229	2330	398	1	0	0
2021-07-04	0	0	0	0	10	1305	2437	429	0	0	0
2021-07-11	0	0	0	0	12	1341	2589	435	0	0	0
2021-07-18	0	0	0	0	12	1291	2670	464	0	0	0
2021-07-25	0	0	0	0	11	1203	2685	493	0	0	0
2021-08-01	0	0	0	0	12	1239	2781	513	0	0	0
2021-08-08	0	0	0	0	10	1247	2918	533	0	0	0
2021-08-15	0	0	0	0	9	1306	3118	566	0	0	0
2021-08-22	0	0	0	0	9	1273	3317	538	0	0	0
2021-08-29	0	0	0	0	9	1287	3481	568	0	0	0
2021-09-05	0	0	0	0	8	1302	3632	587	1	0	0
2021-09-12	0	0	0	0	9	1331	3737	586	2	0	0
2021-09-19	0	0	0	0	9	1363	3899	614	3	0	0
2021-09-26	0	0	0	0	9	1475	4063	646	3	0	0
2021-10-03	0	0	0	0	10	1561	4331	724	3	0	0
2021-10-10	0	0	0	0	9	1608	4461	753	4	0	0
2021-10-17	0	0	0	0	8	1648	4562	779	5	0	0
2021-10-24	0	0	0	0	8	1670	4634	790	6	0	0
2021-10-31	0	0	0	0	7	1590	4736	764	6	0	0
2021-11-07	0	0	0	0	9	1605	5158	751	5	0	0
2021-11-14	0	0	0	0	9	1550	5059	709	7	0	0
2021-11-21	0	0	0	0	8	1412	4769	619	5	0	0
2021-11-28	0	0	0	0	8	1260	4168	520	5	0	0
2021-12-05	0	0	0	0	7	1112	3322	460	8	0	0
2021-12-12	0	0	0	0	6	928	2826	407	9	0	0
2021-12-19	0	0	0	0	5	858	2631	375	10	0	0
2021-12-26	0	0	0	0	6	813	2510	375	10	0	0
2022-01-02	0	0	0	0	5	803	2518	376	12	0	0
